start_station_name,lat,lng,member_casual,count,cum_percent
Milwaukee Ave & Rockwell St,41.92024556158874,-87.69268330738562,casual,1989,84.82726072770218
California Ave & Francis Pl (Temp),41.91852317442756,-87.6974431801469,casual,1974,84.94059638439734
Clark St & Ida B Wells Dr,41.87593249405488,-87.6306998987246,casual,1968,85.05358755581379
Ashland Ave & Augusta Blvd,41.899577971014864,-87.66805177679139,casual,1951,85.16560268560724
Ravenswood Ave & Irving Park Rd,41.95464676702619,-87.67389663888547,casual,1947,85.2773881585482
Wolcott (Ravenswood) Ave & Montrose Ave,41.96142637159979,-87.67621450325618,casual,1944,85.38900138884982
Benson Ave & Church St,42.04821734150181,-87.68347844884516,casual,1931,85.4998682343809
California Ave & Division St,41.903024417935924,-87.69749171590337,casual,1904,85.60918489615779
Larrabee St & Oak St,41.900236732466915,-87.64299119560614,casual,1889,85.7176403447379
California Ave & North Ave,41.91046056511702,-87.69702547804788,casual,1880,85.82557906539996
Lincoln Ave & Sunnyside Ave,41.963019175617674,-87.6848013207934,casual,1878,85.93340295763578
Leavitt St & Chicago Ave,41.89549044639785,-87.68199424969355,casual,1860,86.04019339403547
Sheridan Rd & Loyola Ave,42.00107950575446,-87.66123117744186,casual,1849,86.14635227409086
Leavitt St & Belmont Ave,41.93934412560804,-87.68332121130294,casual,1842,86.25210925465443
Albany Ave & Bloomingdale Ave,41.914009738586955,-87.70514443495652,casual,1840,86.35775140679176
Ashland Ave & Chicago Ave,41.89540562857377,-87.66771174716939,casual,1830,86.46281941679791
Lincoln Ave & Belle Plaine Ave,41.95601525648442,-87.6802232223018,casual,1829,86.56783001259095
Sedgwick St & Schiller St,41.907621831794444,-87.63852666633889,casual,1800,86.67117559620354
Racine Ave & Washington Blvd,41.88310339315175,-87.65699487030017,casual,1799,86.77446376560303
Larrabee St & Menomonee St,41.914680227278794,-87.64335333074013,casual,1797,86.87763710657627
Damen Ave & Grand Ave,41.892363966903005,-87.67689554785025,casual,1763,86.97885836430352
Wabash Ave & Cermak Rd,41.85261640825469,-87.62652094724844,casual,1759,87.07984996517828
Wood St & Augusta Blvd,41.89917467741163,-87.67219479206386,casual,1754,87.18055449498745
LaSalle St & Adams St,41.879394464622855,-87.63195535952,casual,1750,87.28102936794416
Leavitt St & Division St,41.90299646073641,-87.68378897109878,casual,1711,87.37926508658924
Green St & Randolph St,41.88321943519093,-87.64877574332338,casual,1676,87.4754913077752
Halsted St & Roosevelt Rd,41.86736149033553,-87.64863393761533,casual,1669,87.57131562946934
Damen Ave & Leland Ave,41.96706567201201,-87.67906241632433,casual,1665,87.666910294311
Kedzie Ave & Palmer Ct,41.92149877050786,-87.70730248223096,casual,1654,87.76187340280835
Orleans St & Elm St,41.90291309944479,-87.63772191753239,casual,1621,87.85494184227282
Stave St & Armitage Ave,41.917732352520126,-87.69142416959133,casual,1615,87.94766579645858
Damen Ave & Clybourn Ave,41.931909656695595,-87.6778299068878,casual,1613,88.0402749222181
Paulina St & 18th St,41.85789957871634,-87.66864785145272,casual,1597,88.13196542056772
MLK Jr Dr & 29th St,41.84204107155371,-87.61697503710998,casual,1564,88.22176124988445
Damen Ave & Melrose Ave,41.9404931390461,-87.67857141072344,casual,1562,88.31144225077495
Ellis Ave & 58th St,41.78872855471493,-87.60131063899424,casual,1561,88.40106583745232
